-1 0.000977 0.283601 -0.189176 0.264686 -0.904920 0.281945 -0.466109
-1 0.000977 0.612005 -0.047092 0.021920 0.832131 -0.261382 0.492736
-1 0.000977 -0.559148 0.010691 0.002541 0.370090 -0.178149 0.175598
-1 0.000977 -0.529481 0.174253 0.153942 -0.338833 -0.895148 -0.274013
-1 0.000977 -0.398758 0.095373 -0.028414 -0.334150 0.709167 -0.100339
-1 0.000977 -1.342124 1.347167 -0.044856 0.221449 0.216944 0.006471
-1 0.000977 0.065902 -0.414464 -0.159636 -0.263415 -0.206164 -0.135816
-1 0.000977 0.746831 1.229034 -0.417692 0.310925 0.096742 0.153824
-1 0.000977 0.313805 1.830436 -0.764424 -0.246929 0.125699 0.091193
-1 0.000977 0.303632 0.187953 -0.123629 -0.038744 0.563920 0.136441
-1 0.000977 0.202278 -0.235872 -0.148517 0.458176 -0.002855 -0.007103
-1 0.000977 1.007049 -0.978362 0.354001 0.581109 0.116240 -0.213298
-1 0.000977 -0.533817 0.625639 -0.067684 0.085254 -0.506706 0.137964
-1 0.000977 0.007467 -0.010082 -0.060652 0.048044 -0.539936 0.176582
-1 0.000977 0.355821 -0.479061 0.334323 0.144038 0.388618 -0.570284
-1 0.000977 -0.608871 0.095447 -0.059695 -0.767483 0.089707 0.038108
-1 0.000977 -0.392783 -0.279378 -0.098817 0.088657 -0.254961 -0.049428
-1 0.000977 0.239510 -0.284998 -0.094564 0.197842 0.422599 -0.105097
-1 0.000977 -0.329025 0.029442 -0.154709 0.720267 -0.581879 0.443377
-1 0.000977 -0.027478 0.384540 1.990922 -0.055705 -0.020048 -0.191213
-1 0.000977 -0.038012 -0.020144 -0.014087 0.200489 0.463919 -0.001453
-1 0.000977 -0.462277 -0.636966 -0.129864 -0.520761 0.000618 0.568640
-1 0.000977 -0.075459 -0.350028 -0.031084 0.009995 0.424713 -0.488977
-1 0.000977 0.448797 -0.125760 0.467450 -0.398513 0.751889 -0.424230
-1 0.000977 0.164520 0.285101 0.012193 -0.537374 -0.229031 -0.267313
-1 0.000977 0.690562 0.929984 0.752299 -0.041242 0.440498 -0.356833
-1 0.000977 -0.552410 -0.181105 -0.108379 0.018296 0.625709 0.541472
-1 0.000977 -0.168015 -0.103814 -0.033785 -0.020359 -0.026201 1.074664
-1 0.000977 -0.133456 0.178603 0.042654 0.254916 0.152341 0.673393
-1 0.000977 -0.658269 0.718649 0.300224 -0.438154 0.309509 -0.517140
-1 0.000977 0.235690 0.221053 0.017768 0.525377 -0.459733 0.090781
-1 0.000977 -0.040236 1.192214 -0.331885 -0.449224 -0.323650 0.118888
-1 0.000977 0.525646 0.713397 0.024384 -0.203343 0.404768 -0.047540
-1 0.000977 0.865986 -0.198345 0.020727 -0.022655 0.258870 0.151410
-1 0.000977 0.345201 0.202999 -0.092365 -0.292372 0.054469 0.706574
-1 0.000977 0.493738 0.044711 -0.075453 0.406447 -0.760161 0.475615
-1 0.000977 0.021266 0.670816 0.063564 0.138561 0.590681 -0.661891
-1 0.000977 -0.138907 -0.046847 -0.081382 -0.463715 -0.063885 -0.704013
-1 0.000977 0.389976 -0.399664 -0.178929 0.021345 0.613815 0.540701
-1 0.000977 0.985823 -0.286258 0.002568 -0.106444 -0.347794 0.006812
-1 0.000977 -0.122908 -0.034303 -0.081990 -0.126864 0.231712 0.391906
-1 0.000977 -0.500667 0.522999 0.035799 -1.017934 0.005692 0.211084
-1 0.000977 0.822163 -0.520370 -0.030582 0.447189 -0.418372 -0.028774
-1 0.000977 0.927521 -0.692584 -1.773132 -0.152407 -0.405164 0.159745
-1 0.000977 -0.010740 0.002953 0.028709 -0.090096 -0.480969 0.437477
-1 0.000977 -0.177216 -0.017745 0.033743 0.018014 1.220661 0.152204
-1 0.000977 0.867109 -0.594580 0.238662 -0.006946 0.187555 -0.192970
-1 0.000977 1.008722 1.456340 0.454844 -0.522173 -0.358291 -0.045558
-1 0.000977 -0.307899 -0.329580 -0.057216 0.202258 -0.010966 0.849296
-1 0.000977 -0.321635 0.368991 0.210773 -0.024420 -0.202965 -0.356665
-1 0.000977 -0.234465 0.074393 0.013815 -0.654450 0.446005 0.194330
-1 0.000977 -0.098206 0.680030 -0.208645 0.457196 0.007876 0.128771
-1 0.000977 -0.141147 0.856726 1.203038 0.123393 -0.448662 -0.208327
-1 0.000977 -0.287214 -0.138755 -0.102261 0.270309 0.457980 -0.407176
-1 0.000977 -0.099862 -0.830057 -0.079334 -0.217109 -0.553054 0.488839
-1 0.000977 -0.003090 0.179337 0.034461 0.009614 0.962085 -0.751545
-1 0.000977 0.155057 -0.474637 -0.022117 -0.249314 0.039678 -0.534240
-1 0.000977 0.012484 -0.277069 -0.128642 -0.661555 -0.036148 -0.390332
-1 0.000977 0.260901 -0.044978 0.111007 0.148310 0.003633 0.100242
-1 0.000977 -0.763331 -0.060619 -0.041451 -0.928432 0.567755 -0.106226
-1 0.000977 -0.181564 0.348464 0.022190 -0.501456 0.252381 0.278609
-1 0.000977 -0.077872 1.317679 -0.377002 -0.109698 -0.221597 0.114086
